GroupName,ChartName,point_time,point_val,Batch_ID
Default,Norm_Surfactant,2025/3/10 00:45,-0.54,T4A01F9T
Default,Norm_Surfactant,2025/3/11 00:45,-0.3,T4A02F9T
Default,Norm_Surfactant,2025/3/12 00:45,-0.68,T4A03F9T
Default,Norm_Surfactant,2025/3/13 00:45,0.02,T4B01F9T
Default,Norm_Surfactant,2025/3/14 00:45,0.02,T4D01F9T
Default,Norm_Surfactant,2025/3/15 00:45,0.12,T4D07F9T
Default,Norm_Surfactant,2025/3/16 00:45,0.01,T4E01F9T
Default,Norm_Surfactant,2025/3/17 00:45,0.12,T4E03F9T
Default,Norm_Surfactant,2025/3/18 00:45,-0.19,T4F01F9T
Default,Norm_Surfactant,2025/3/19 00:45,-0.46,T4G01F9T
Default,Norm_Surfactant,2025/3/20 00:45,-0.05,T4H01F9T
Default,Norm_Surfactant,2025/3/21 00:45,-0.22,T4J01F9T
Default,Norm_Surfactant,2025/3/22 00:45,0.37,T4K01F9T
Default,Norm_Surfactant,2025/3/23 00:45,-0.45,T4L01F9T
Default,Norm_Surfactant,2025/3/24 00:45,-0.07,T4M01F9T
Default,Norm_Surfactant,2025/3/25 00:45,-0.23,T5A01F9T
Default,Norm_Surfactant,2025/3/26 00:45,0.1,T5B01F9T
Default,Norm_Surfactant,2025/3/27 00:45,-0.42,T5C01F9T
Default,Norm_Surfactant,2025/3/28 00:45,-0.39,T5C03F9T
Default,Norm_Surfactant,2025/3/29 00:45,-0.13,T5D01F9T
