GroupName,ChartName,point_time,point_val,Batch_ID
Group1,Norm_DP1,2025/6/21 0:45,-0.11,T4A01F9T
Group1,Norm_DP1,2025/6/21 0:45,-0.11,T4A02F9T
Group1,Norm_DP1,2025/6/21 0:45,-0.1,T4A03F9T
Group1,Norm_DP1,2025/6/21 0:45,-0.07,T4B01F9T
Group1,Norm_DP1,2025/6/21 0:45,-0.07,T4D01F9T
Group1,Norm_DP1,2025/6/21 0:45,-0.09,T4D07F9T
Group1,Norm_DP1,2025/6/21 0:45,-0.09,T4E01F9T
Group1,Norm_DP1,2025/6/21 0:45,-0.12,T4E03F9T
Group1,Norm_DP1,2025/6/21 0:45,-0.11,T4F01F9T
Group1,Norm_DP1,2025/6/21 0:45,-0.11,T4G01F9T
Group1,Norm_DP1,2025/6/21 0:45,-0.08,T4H01F9T
Group1,Norm_DP1,2025/6/21 0:45,-0.12,T4J01F9T
Group1,Norm_DP1,2025/6/21 0:45,-0.1,T4K01F9T
Group1,Norm_DP1,2025/6/21 0:45,-0.1,T4L01F9T
Group1,Norm_DP1,2025/6/21 0:45,-0.11,T4M01F9T
Group1,Norm_DP1,2025/6/21 0:45,-0.11,T5A01F9T
Group1,Norm_DP1,2025/6/21 0:45,-0.12,T5B01F9T
Group1,Norm_DP1,2025/6/21 0:45,-0.13,T5C01F9T
Group1,Norm_DP1,2025/6/21 0:45,-0.12,T5C03F9T
Group1,Norm_DP1,2025/6/21 0:45,-0.12,T5D01F9T
